,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Primary %,Won Primary,Party Affiliation,Cand_Office,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
548,STEPHAN WOLKOWICZ,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,10.41,No,Rep,H,CA,36.0,REP,CHALLENGER,15038.32,15038.32,0.0,0.0,06/30/2018,PO BOX 130 328,49950 JEFFERSON ST,INDIO,CA,92201.0,0.0,205.0,205.0,0.0,0.0,10220.32,10425.32,0.0,4500.0,0.0,4500.0,113.0,0,0,0.0,10538.32,0.0,0.0,0.0,4500.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,10425.32,10425.32,0.0,0.0,01/01/2017
549,DAN BALL,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,17.39,No,Rep,H,CA,36.0,REP,CHALLENGER,19259.0,17307.1,1951.9,3792.44,12/31/2018,3649 MISSION INN AVE,2ND FLOOR ROTUNDA,RIVERSIDE,CA,92501.0,16750.0,2509.0,19259.0,0.0,0.0,0.0,19259.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,17057.1,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,0.0,19009.0,17057.1,0.0,0.0,10/01/2017
550,ROBERT BENTLEY,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,9.38,No,Rep,H,CA,36.0,REP,CHALLENGER,110.0,50.0,60.0,0.0,12/31/2017,PO BOX 392,,DESERT HOT SPRINGS,CA,92240.0,0.0,0.9,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,50.0,0.0,0.0,10/01/2017
551,RYAN DOWNING,CA,U.S. House California District 38,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,CA,38.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,12598 ADLER DR,APT B,WHITTER ,CA,90606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
552,YOUNG KIM,CA,U.S. House California District 39,Representative,Regular,6/5/18,Advanced,None,On the Ballot,39.79,Yes,Rep,H,CA,39.0,REP,OPEN,2907665.64,2902331.5,5334.14,5517.03,12/31/2018,2154 SEAVIEW DRIVE,,FULLERTON,CA,928331226.0,2206032.68,116214.34,2322247.02,570250.71,10000.0,0.0,2902497.73,0.0,0.0,0.0,0.0,3084.91,0,0,2083.0,2888305.5,0.0,0.0,0.0,0.0,0.0,0.0,13501.0,0.0,0.0,13501.0,525.0,2888996.73,2885220.59,0.0,0.0,01/01/2018
553,BOB HUFF,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,11.53,No,Rep,H,CA,39.0,REP,OPEN,694241.17,694241.17,0.0,0.0,11/26/2018,23535 PALOMINO DRIVE,APT 347,DIAMOND BAR,CA,91765.0,435972.83,68168.84,504141.67,4199.5,0.0,85900.0,594241.17,0.0,100000.0,0.0,100000.0,0.0,0,0,0.0,547441.17,0.0,0.0,0.0,100000.0,0.0,100000.0,44100.0,0.0,0.0,44100.0,2700.0,550141.17,547441.17,0.0,0.0,01/01/2018
554,JOHN CULLUM,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.24,No,Rep,H,CA,39.0,REP,OPEN,109973.72,109963.67,10.05,5361.57,12/31/2018,PO BOX 192,,ATWOOD,CA,92811.0,7300.0,550.0,7850.0,0.0,0.0,0.0,7850.0,0.0,100000.0,0.0,100000.0,0.0,0,0,2123.72,14325.24,0.0,0.0,0.0,95638.43,0.0,95638.43,0.0,0.0,0.0,0.0,0.0,7850.0,14325.24,0.0,0.0,01/01/2017
555,PHIL LIBERATORE,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,21.22,No,Rep,H,CA,39.0,REP,OPEN,250772.0,225127.3,25644.7,97600.0,12/31/2018,16800 VALLEY VIEW AVE,,LA MIRADA,CA,90638.0,148499.0,3873.0,152372.0,0.0,0.0,0.0,152372.0,0.0,97600.0,0.0,97600.0,800.0,0,0,0.0,225127.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152372.0,224327.3,0.0,0.0,01/01/2018
556,SHAWN NELSON,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,12.45,No,Rep,H,CA,39.0,REP,OPEN,694900.84,685895.42,9005.42,16144.89,12/31/2018,2030 CONEJO LANE,,FULLERTON,CA,92833.0,667087.84,8982.0,676069.84,16748.0,0.0,0.0,692817.84,0.0,0.0,0.0,0.0,2083.0,0,0,0.0,614592.34,0.0,0.0,0.0,0.0,0.0,0.0,71303.08,0.0,0.0,71303.08,0.0,621514.76,612509.34,0.0,0.0,01/01/2018
557,ANDREW SAREGA,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,1.05,No,Rep,H,CA,39.0,REP,OPEN,35835.0,35835.0,0.0,35000.0,05/21/2018,5300 BEACH BLVD,APT 101-295,BUENA PARK,CA,90621.0,500.0,335.0,835.0,0.0,0.0,0.0,835.0,0.0,35000.0,0.0,35000.0,0.0,0,0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35832.4,835.0,2.6,0.0,0.0,01/01/2018
558,AJA SMITH,CA,U.S. House California District 41,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,CA,41.0,REP,CHALLENGER,43984.88,43652.16,332.72,0.0,12/31/2018,3649 MISSION INN AVE,2ND FLOOR ROTUNDA,RIVERSIDE,CA,92501.0,21920.0,20044.88,41964.88,0.0,1000.0,0.0,42964.88,0.0,1000.0,0.0,1000.0,0.0,0,0,20.0,42327.16,0.0,0.0,0.0,1000.0,0.0,1000.0,325.0,0.0,0.0,325.0,0.0,42639.88,42327.16,0.0,0.0,01/01/2017
559,OMAR NAVARRO,CA,U.S. House California District 43,Representative,Regular,6/5/18,Advanced,None,On the Ballot,56.02,Yes,Rep,H,CA,43.0,REP,CHALLENGER,1173123.55,1045289.5,127836.49,2044.86,12/31/2018,2235 SEPULVEDA BLVD,,TORRANCE,CA,90501.0,324869.83,829453.84,1154323.67,3700.0,250.0,6.0,1158279.67,0.0,2978.25,0.0,2978.25,11865.63,0,0,0.0,1035296.25,0.0,0.0,0.0,2978.25,0.0,2978.25,5715.0,0.0,0.0,5715.0,1300.0,1152564.67,1023430.62,2.44,0.0,01/01/2017
560,FRANK DEMARTINI,CA,U.S. House California District 43,Representative,Regular,6/5/18,Lost,None,None,27.54,No,Rep,H,CA,43.0,REP,CHALLENGER,39192.04,39192.04,0.0,0.0,08/27/2018,6423 WILSHIRE AVE,,LOS ANGELES,CA,90048.0,25877.0,9025.79,34902.79,0.0,0.0,274.19,35176.98,0.0,4015.06,0.0,4015.06,0.0,0,0,0.0,32857.41,0.0,0.0,0.0,934.63,0.0,934.63,5400.0,0.0,0.0,5400.0,0.0,29776.98,32857.41,0.0,0.0,07/01/2017
561,EDWIN DUTERTE,CA,U.S. House California District 43,Representative,Regular,6/5/18,Lost,None,None,16.44,No,Rep,H,CA,43.0,REP,CHALLENGER,18509.76,18509.76,0.0,0.0,09/30/2018,2608 184TH ST,,REDONDO,CA,90278.0,12415.0,4520.0,16935.0,0.0,0.0,1574.76,18509.76,0.0,0.0,0.0,0.0,0.0,0,0,0.0,15364.76,0.0,0.0,0.0,0.0,0.0,0.0,2595.0,0.0,0.0,2595.0,550.0,15914.76,15364.76,0.0,0.0,01/01/2017
562,JAZMINA SAAVEDRA,CA,U.S. House California District 44,Representative,Regular,6/5/18,Lost,None,None,58.53,No,Rep,H,CA,44.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5555 LANTO STREET,,BELL GARDENS,CA,90201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
563,STACEY DASH,CA,U.S. House California District 44,Representative,Regular,6/5/18,Lost,None,None,41.47,No,Rep,H,CA,44.0,REP,CHALLENGER,44730.13,44730.13,0.0,0.0,06/30/2018,10910 LONG BEACH BLVD,103 453,LYNWOOD,CA,90262.0,19625.0,22609.13,42234.13,2000.0,0.0,0.0,44234.13,0.0,0.0,0.0,0.0,496.0,0,0,0.0,44730.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44234.13,44234.13,0.0,0.0,01/01/2018
564,RUSSELL LAMBERT,CA,U.S. House California District 46,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,CA,46.0,REP,CHALLENGER,140.0,0.0,140.0,0.0,03/31/2018,2767 WEST BALL ROAD,APT 208,ANAHEIM,CA,92804.0,0.0,140.0,140.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,01/01/2018
565,JOHN BRISCOE,CA,U.S. House California District 47,Representative,Regular,6/5/18,Advanced,None,On the Ballot,54.48,Yes,Rep,H,CA,47.0,REP,CHALLENGER,54713.56,48137.47,6626.09,48708.0,12/31/2018,375 ATLANTIC AVE,APT 101,LONG BEACH,CA,92647.0,7050.0,1515.0,8565.0,1000.0,0.0,5148.56,14713.56,0.0,40000.0,0.0,40000.0,0.0,0,0,0.0,47673.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.05,14713.56,47673.42,0.0,0.0,01/01/2018
566,DAVID CLIFFORD,CA,U.S. House California District 47,Representative,Regular,6/5/18,Lost,None,None,45.52,No,Rep,H,CA,47.0,REP,CHALLENGER,25680.4,21295.08,4425.0,10823.57,12/31/2018,7111 GARDEN GROVE BLVD,,WESTMINSTER,CA,92841.0,10340.4,4516.0,14856.4,0.0,0.0,1.0,14857.4,0.0,10823.0,0.0,10823.0,0.0,0,0,0.0,18320.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975.0,14857.4,18320.08,131.0,0.0,12/11/2017
567,DIANE HARKEY,CA,U.S. House California District 49,Representative,Regular,6/5/18,Advanced,None,On the Ballot,52.93,Yes,Rep,H,CA,49.0,REP,OPEN,1645908.41,1642058.86,3849.55,77100.0,12/31/2018,2019 MISSION AVE,,OCEANSIDE,CA,92058.0,1094349.46,173135.86,1267485.32,266882.0,6015.7,2000.0,1542383.02,2359.84,100000.0,0.0,100000.0,1165.55,0,0,0.0,1608453.51,0.0,0.0,0.0,32900.0,0.0,32900.0,5.35,0.0,0.0,5.35,700.0,1542377.67,1607287.96,0.0,0.0,01/01/2018
568,KRISTIN GASPAR,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,18.34,No,Rep,H,CA,49.0,REP,OPEN,393401.99,383777.59,9624.4,19734.84,12/31/2018,427 C STREET,APT 220,SAN DIEGO,CA,92101.0,354048.0,16556.0,370604.0,16999.99,0.0,0.0,387603.99,0.0,0.0,0.0,0.0,5099.0,0,0,699.0,337377.59,0.0,0.0,0.0,0.0,0.0,0.0,46400.0,0.0,0.0,46400.0,0.0,341203.99,332278.59,0.0,0.0,01/01/2018
569,JOSHUA SCHOONOVER,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.55,No,Rep,H,CA,49.0,REP,OPEN,12322.56,12322.56,-439.88,0.0,06/05/2018,3656 OCEAN RANCH BLVD,,OCEANSIDE,CA,92056.0,4000.0,3075.0,7075.0,0.0,0.0,5247.56,12322.56,0.0,0.0,0.0,0.0,0.0,0,0,0.0,12322.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12322.56,12322.56,0.0,0.0,01/01/2018
570,BRIAN MARYOTT,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,6.26,No,Rep,H,CA,49.0,REP,OPEN,760193.75,750435.93,9757.82,10000.0,12/31/2018,570 LAGUNA DRIVE,,CARLSBAD,CA,92008.0,50100.0,2078.0,52178.0,0.0,0.0,50.0,52228.0,0.0,700000.0,0.0,700000.0,7965.75,0,0,0.0,460178.76,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,2700.0,287557.17,49528.0,452213.01,0.0,0.0,01/01/2018
571,CRAIG NORDAL,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.31,No,Rep,H,CA,49.0,REP,OPEN,11821.14,11907.99,69.22,10035.89,12/31/2018,7543 GIBRALTAR ST,UNIT 100,CARLSBAD,CA,92011.0,30.0,406.25,436.25,0.0,0.0,0.0,436.25,0.0,10685.89,0.0,10685.89,699.0,0,0,0.0,11257.99,0.0,0.0,0.0,650.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,436.25,10558.99,0.0,0.0,02/12/2018
572,DAVID MEDWAY,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.22,No,Rep,H,CA,49.0,REP,OPEN,0.0,0.0,0.0,0.0,,7040 AVENIDA ENCINAS,UNIT 104 514,CARLSBAD,CA,92011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
573,JUAN HIDALGO,CA,U.S. House California District 51,Representative,Regular,6/5/18,Advanced,None,On the Ballot,49.39,Yes,Rep,H,CA,51.0,REP,CHALLENGER,73237.31,70579.68,2657.63,0.0,12/31/2018,1626 G SWEET WATER RD,UNIT 220,NATIONAL CITY,CA,92127.0,45430.02,16771.85,62201.87,6250.0,285.44,0.0,68737.31,0.0,0.0,0.0,0.0,4500.0,0,0,0.0,70079.68,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,0.0,68237.31,65579.68,0.0,0.0,01/01/2018
574,LOUIS FUENTES,CA,U.S. House California District 51,Representative,Regular,6/5/18,Lost,None,None,53.9,No,Rep,H,CA,51.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,1413 WEST MAIN STREET,,EL CENTRO,CA,92243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
575,OMAR QUDRAT,CA,U.S. House California District 52,Representative,Regular,6/5/18,Advanced,None,On the Ballot,37.28,Yes,Rep,H,CA,52.0,REP,CHALLENGER,375254.09,372812.13,2441.96,71250.0,12/31/2018,970 SEACOST DRIVE ,APT 7,IMPERIAL BEACH,CA,91932.0,271581.27,23734.0,295315.27,9300.0,638.82,0.0,305254.09,0.0,70000.0,0.0,70000.0,0.0,0,0,0.0,371462.13,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,400.0,750.0,600.0,304504.09,371462.13,0.0,0.0,04/01/2017
576,JAMES VELTMEYER,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,27.81,No,Rep,H,CA,52.0,REP,CHALLENGER,250657.35,250657.35,0.0,93092.5,12/31/2018,7514 GIRARD AVE,UNIT 1 120,LA JOLLA,CA,92037.0,82267.81,10155.77,92423.58,0.0,0.0,69530.05,161953.63,0.0,88500.0,0.0,88500.0,203.72,0,0,0.0,244944.35,0.0,0.0,0.0,0.0,0.0,0.0,3013.0,0.0,0.0,3013.0,2700.0,158940.63,244740.63,0.0,0.0,01/01/2017
577,JOHN HORST,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,8.25,No,Rep,H,CA,52.0,REP,CHALLENGER,29234.98,29771.6,-2189.68,14065.56,07/15/2018,9051 MIRA MESA BLVD,UNIT 262219,SAN DIEGO,CA,92126.0,11725.0,2999.78,14724.78,0.0,0.0,14366.96,29091.74,0.0,0.0,0.0,0.0,0.0,0,0,143.24,29771.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29091.74,29771.6,-1653.06,0.0,01/01/2017
578,MICHAEL ALLMAN,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,9.57,No,Rep,H,CA,52.0,REP,CHALLENGER,415109.45,415109.45,0.0,0.0,11/06/2018,PO BOX 676163,,RANCHO SANTA FE,CA,92067.0,106870.0,6162.0,113032.0,2000.0,0.0,77.45,115109.45,0.0,300000.0,0.0,300000.0,0.0,0,0,0.0,368795.11,0.0,0.0,0.0,33204.34,0.0,33204.34,13110.0,0.0,0.0,13110.0,0.0,101999.45,368795.11,0.0,0.0,10/01/2017
579,MORGAN MURTAUGH,CA,U.S. House California District 53,Representative,Regular,6/5/18,Advanced,None,On the Ballot,42.73,Yes,Rep,H,CA,53.0,REP,CHALLENGER,94570.86,94570.86,0.0,0.0,12/31/2018,PO BOX 641,,LA MESA,CA,91942.0,48808.34,45762.52,94570.86,0.0,0.0,0.0,94570.86,0.0,0.0,0.0,0.0,0.0,0,0,0.0,94570.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94570.86,94570.86,0.0,0.0,03/09/2018
580,BRETT GODA,CA,U.S. House California District 53,Representative,Regular,6/5/18,Lost,None,None,5.93,No,Rep,H,CA,53.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5333 BALTIMORE DRIVE,APT 24,LA MESA,CA,91942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
581,ANDREW GRANT,CA,U.S. House California District 7,Representative,Regular,6/5/18,Advanced,None,On the Ballot,69.15,Yes,Rep,H,CA,7.0,REP,CHALLENGER,566014.2,549841.35,16172.85,2320.82,12/31/2018,1750 PRAIRIE CITY ROAD,APT 130 PMB 169,FOLSOM,CA,95630.0,474056.92,43727.21,517784.13,33650.0,0.0,25.0,551459.13,11773.74,0.0,0.0,0.0,1825.7,0,0,955.63,542873.24,0.0,0.0,0.0,0.0,0.0,0.0,2950.0,0.0,0.0,2950.0,4018.11,548509.13,541047.54,0.0,0.0,07/01/2017
582,YONA BARASH,CA,U.S. House California District 7,Representative,Regular,6/5/18,Lost,None,None,30.85,No,Rep,H,CA,7.0,REP,CHALLENGER,321947.52,321947.52,0.0,0.0,08/23/2018,5 MEDICAL PLAZA DRIVE,APT 130,ROSEVILLE,CA,95661.0,159685.5,14646.0,174331.5,0.0,0.0,7506.24,181837.74,0.0,140000.0,0.0,140000.0,109.78,0,0,0.0,168375.69,0.0,0.0,0.0,132871.83,0.0,132871.83,20700.0,0.0,0.0,20700.0,0.0,161137.74,168265.91,0.0,0.0,01/01/2017
583,MARLA LIVENGOOD,CA,U.S. House California District 9,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,CA,9.0,REP,CHALLENGER,99966.73,97462.93,1947.57,7000.0,12/31/2018,2715 WEST KETTLEMAN LANE,APT 203 166,LODI,CA,95242.0,80068.0,17435.62,97503.62,1500.0,250.0,0.0,99253.62,0.0,0.0,0.0,0.0,0.0,0,0,713.11,96071.8,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,350.0,1041.13,98903.62,96071.8,0.0,0.0,01/01/2017
584,JERRY LAWS,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,3.04,No,Rep,S,CA,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,13782 BEAR VALLEY ROAD D3,SUITE 486,VICTORVILLE,CA,92392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
585,KEVIN MOTTUS,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,3.94,No,Rep,S,CA,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,11041 SANTA MONICA BLVD,SUITE 730,LOS ANGELES,CA,90025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
586,ROQUE DE LA FUENTE,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,Rep,S,RI,0.0,REP,CHALLENGER,100000.0,47761.14,52238.86,75000.0,09/30/2018,5440 MOREHOUSE DR SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0,0,0.0,22761.14,0.0,0.0,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,22761.14,0.0,0.0,09/05/2018
587,ROQUE DE LA FUENTE,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,Rep,S,MN,0.0,RE,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DRIVE #4000,,SAN DIEGO,MN,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
588,ROQUE DE LA FUENTE,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,Rep,S,VT,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,544O MOREHOUSE DRIVE SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
589,ROQUE DE LA FUENTE,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,Rep,S,FL,0.0,REP,CHALLENGER,45000.0,45000.0,0.0,0.0,10/02/2018,4925 INDEPENDENCE PARKWAY #195,,TAMPA,FL,33634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,45000.0,0.0,0,0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,04/18/2018
590,ROQUE DE LA FUENTE,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,Rep,S,WA,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DR,SUITE 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
591,ROQUE DE LA FUENTE,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,Rep,S,CA,0.0,REP,CHALLENGER,1410760.98,1440483.88,2343.18,9320065.61,12/31/2018,5440 MOREHOUSE DR STE 4000,,SAN DIEGO,CA,92121.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,1410694.5,0.0,1410694.5,8.0,0,0,8.48,641739.59,176224.9,497387.84,0.0,86597.55,0.0,86597.55,0.0,0.0,0.0,0.0,38534.0,289758.21,73863037.12,1046.08,0.0,01/01/2017
592,ROQUE DE LA FUENTE,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,Rep,S,DE,0.0,REP,CHALLENGER,15000.0,15000.0,0.0,-4560.0,10/01/2018,5440 MOOREHOUSE DRIVE,APT 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,10440.0,0.0,0.0,0.0,4560.0,0.0,4560.0,0.0,0.0,0.0,0.0,0.0,0.0,10440.0,0.0,0.0,06/18/2018
593,ROQUE DE LA FUENTE,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,Rep,S,WY,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOOREHOUSE DRIVE,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
594,ROQUE DE LA FUENTE,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,Rep,S,RI,0.0,REP,CHALLENGER,100000.0,47761.14,52238.86,75000.0,09/30/2018,5440 MOREHOUSE DR SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0,0,0.0,22761.14,0.0,0.0,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,22761.14,0.0,0.0,09/05/2018
595,ROQUE DE LA FUENTE,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,Rep,S,MN,0.0,RE,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DRIVE #4000,,SAN DIEGO,MN,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
596,ROQUE DE LA FUENTE,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,Rep,S,VT,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,544O MOREHOUSE DRIVE SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
